model,condition,class_id,action,support,clean_accuracy,mean_accuracy,std_accuracy,absolute_drop
stgcnpp,joint_missing_mild,53,point finger at the other person,276,0.9058,0.4457,0.1098,0.4601
stgcnpp,joint_missing_mild,54,hugging other person,274,0.983,0.955,0.0248,0.028
stgcnpp,joint_missing_mild,55,giving something to other person,276,0.9312,0.7017,0.0799,0.2295
stgcnpp,joint_missing_mild,56,touch other person's pocket,275,0.9394,0.7564,0.0802,0.183
stgcnpp,joint_missing_mild,57,handshaking,276,0.9577,0.6304,0.0929,0.3273
stgcnpp,joint_missing_mild,58,walking towards each other,273,0.9951,0.3773,0.0458,0.6178
stgcnpp,joint_missing_mild,59,walking apart from each other,276,0.9686,0.9686,0.0186,0.0
stgcnpp,limb_occlusion_mild,0,drink water,274,0.8637,0.7311,0.0264,0.1326
stgcnpp,limb_occlusion_mild,1,eat meal/snack,275,0.7382,0.5685,0.0296,0.1697
stgcnpp,limb_occlusion_mild,2,brushing teeth,273,0.8694,0.6728,0.0139,0.1966
stgcnpp,limb_occlusion_mild,3,brushing hair,273,0.9267,0.7949,0.0073,0.1319
stgcnpp,limb_occlusion_mild,4,drop,275,0.8848,0.7782,0.0227,0.1067
stgcnpp,limb_occlusion_mild,5,pickup,275,0.9576,0.8109,0.04,0.1467
stgcnpp,limb_occlusion_mild,6,throw,275,0.9115,0.783,0.0111,0.1285
stgcnpp,limb_occlusion_mild,7,sitting down,273,0.9707,0.8816,0.0645,0.0891
stgcnpp,limb_occlusion_mild,8,standing up (from sitting position),273,0.9792,0.9512,0.0188,0.0281
stgcnpp,limb_occlusion_mild,9,clapping,273,0.812,0.6447,0.0432,0.1673
stgcnpp,limb_occlusion_mild,10,reading,273,0.5873,0.5678,0.044,0.0195
stgcnpp,limb_occlusion_mild,11,writing,272,0.5907,0.5343,0.0466,0.0564
stgcnpp,limb_occlusion_mild,12,tear up paper,271,0.9139,0.7466,0.0234,0.1673
stgcnpp,limb_occlusion_mild,13,wear jacket,275,0.983,0.9394,0.0111,0.0436
stgcnpp,limb_occlusion_mild,14,take off jacket,276,0.9734,0.901,0.0267,0.0725
stgcnpp,limb_occlusion_mild,15,wear a shoe,273,0.7131,0.5263,0.0967,0.1868
stgcnpp,limb_occlusion_mild,16,take off a shoe,274,0.7798,0.6922,0.036,0.0876
stgcnpp,limb_occlusion_mild,17,wear on glasses,273,0.9206,0.8132,0.0127,0.1074
stgcnpp,limb_occlusion_mild,18,take off glasses,274,0.9526,0.8418,0.0111,0.1107
stgcnpp,limb_occlusion_mild,19,put on a hat/cap,272,0.9681,0.799,0.0386,0.1691
stgcnpp,limb_occlusion_mild,20,take off a hat/cap,273,0.9744,0.8339,0.0148,0.1404
stgcnpp,limb_occlusion_mild,21,cheer up,274,0.9367,0.8029,0.0132,0.1338
stgcnpp,limb_occlusion_mild,22,hand waving,274,0.9221,0.7786,0.0056,0.1436
stgcnpp,limb_occlusion_mild,23,kicking something,276,0.9432,0.8792,0.0236,0.064
stgcnpp,limb_occlusion_mild,24,reach into pocket,274,0.8285,0.7311,0.0117,0.0973
stgcnpp,limb_occlusion_mild,25,hopping (one foot jumping),275,0.9879,0.9648,0.0278,0.023
stgcnpp,limb_occlusion_mild,26,jump up,276,0.9988,0.9432,0.0293,0.0556
stgcnpp,limb_occlusion_mild,27,make a phone call/answer phone,275,0.8933,0.7261,0.0117,0.1673
stgcnpp,limb_occlusion_mild,28,playing with phone/tablet,275,0.7321,0.6036,0.0691,0.1285
stgcnpp,limb_occlusion_mild,29,typing on a keyboard,275,0.7309,0.6133,0.0172,0.1176
stgcnpp,limb_occlusion_mild,30,pointing to something with finger,276,0.7766,0.5978,0.0126,0.1787
stgcnpp,limb_occlusion_mild,31,taking a selfie,276,0.8925,0.7524,0.023,0.1401
stgcnpp,limb_occlusion_mild,32,check time (from watch),276,0.8973,0.7065,0.0096,0.1908
stgcnpp,limb_occlusion_mild,33,rub two hands together,276,0.8913,0.7428,0.0475,0.1486
stgcnpp,limb_occlusion_mild,34,nod head/bow,276,0.9674,0.7742,0.0084,0.1932
stgcnpp,limb_occlusion_mild,35,shake head,275,0.9467,0.7745,0.0036,0.1721
stgcnpp,limb_occlusion_mild,36,wipe face,276,0.8829,0.6872,0.0209,0.1957
stgcnpp,limb_occlusion_mild,37,salute,276,0.9275,0.7295,0.0091,0.1981
stgcnpp,limb_occlusion_mild,38,put the palms together,276,0.9348,0.7512,0.0459,0.1836
stgcnpp,limb_occlusion_mild,39,cross hands in front (say stop),276,0.936,0.663,0.0109,0.2729
stgcnpp,limb_occlusion_mild,40,sneeze/cough,276,0.7633,0.5483,0.02,0.215
stgcnpp,limb_occlusion_mild,41,staggering,276,0.9952,0.8744,0.0042,0.1208
stgcnpp,limb_occlusion_mild,42,falling,275,0.9891,0.9406,0.0234,0.0485
stgcnpp,limb_occlusion_mild,43,touch head (headache),276,0.8164,0.6196,0.0036,0.1969
stgcnpp,limb_occlusion_mild,44,touch chest (stomachache/heart pain),276,0.9312,0.8104,0.0163,0.1208
stgcnpp,limb_occlusion_mild,45,touch back (backache),276,0.9312,0.8925,0.0146,0.0386
stgcnpp,limb_occlusion_mild,46,touch neck (neckache),276,0.843,0.7017,0.0075,0.1413
stgcnpp,limb_occlusion_mild,47,nausea or vomiting condition,275,0.8448,0.5879,0.0164,0.257
stgcnpp,limb_occlusion_mild,48,use a fan (with hand or paper)/feeling warm,275,0.9224,0.8109,0.0131,0.1115
stgcnpp,limb_occlusion_mild,49,punching/slapping other person,274,0.9027,0.7238,0.0691,0.1788
stgcnpp,limb_occlusion_mild,50,kicking other person,276,0.936,0.8104,0.0254,0.1256
stgcnpp,limb_occlusion_mild,51,pushing other person,276,0.9601,0.8635,0.0447,0.0966
stgcnpp,limb_occlusion_mild,52,pat on back of other person,276,0.9239,0.8551,0.0181,0.0688
stgcnpp,limb_occlusion_mild,53,point finger at the other person,276,0.9058,0.6135,0.0904,0.2923
stgcnpp,limb_occlusion_mild,54,hugging other person,274,0.983,0.944,0.0111,0.0389
stgcnpp,limb_occlusion_mild,55,giving something to other person,276,0.9312,0.7874,0.0116,0.1437
stgcnpp,limb_occlusion_mild,56,touch other person's pocket,275,0.9394,0.8667,0.0294,0.0727
stgcnpp,limb_occlusion_mild,57,handshaking,276,0.9577,0.8019,0.0055,0.1558
stgcnpp,limb_occlusion_mild,58,walking towards each other,273,0.9951,0.7888,0.0868,0.2063
stgcnpp,limb_occlusion_mild,59,walking apart from each other,276,0.9686,0.9541,0.0137,0.0145
stgcnpp,coord_noise_mild,0,drink water,274,0.8637,0.4489,0.2877,0.4148
stgcnpp,coord_noise_mild,1,eat meal/snack,275,0.7382,0.4824,0.0686,0.2558
stgcnpp,coord_noise_mild,2,brushing teeth,273,0.8694,0.4799,0.176,0.3895
stgcnpp,coord_noise_mild,3,brushing hair,273,0.9267,0.5189,0.2084,0.4078
stgcnpp,coord_noise_mild,4,drop,275,0.8848,0.5139,0.1306,0.3709
stgcnpp,coord_noise_mild,5,pickup,275,0.9576,0.9285,0.0183,0.0291
stgcnpp,coord_noise_mild,6,throw,275,0.9115,0.5988,0.1113,0.3127
stgcnpp,coord_noise_mild,7,sitting down,273,0.9707,0.9389,0.0244,0.0317
stgcnpp,coord_noise_mild,8,standing up (from sitting position),273,0.9792,0.9609,0.0092,0.0183
stgcnpp,coord_noise_mild,9,clapping,273,0.812,0.5104,0.1175,0.3016
stgcnpp,coord_noise_mild,10,reading,273,0.5873,0.138,0.0582,0.4493
stgcnpp,coord_noise_mild,11,writing,272,0.5907,0.2659,0.2446,0.3248
stgcnpp,coord_noise_mild,12,tear up paper,271,0.9139,0.4982,0.0224,0.4157
stgcnpp,coord_noise_mild,13,wear jacket,275,0.983,0.9867,0.0056,-0.0036
stgcnpp,coord_noise_mild,14,take off jacket,276,0.9734,0.8696,0.0158,0.1039
stgcnpp,coord_noise_mild,15,wear a shoe,273,0.7131,0.6606,0.0249,0.0525
stgcnpp,coord_noise_mild,16,take off a shoe,274,0.7798,0.5572,0.0679,0.2226
stgcnpp,coord_noise_mild,17,wear on glasses,273,0.9206,0.8242,0.0286,0.0965
stgcnpp,coord_noise_mild,18,take off glasses,274,0.9526,0.7701,0.0842,0.1825
stgcnpp,coord_noise_mild,19,put on a hat/cap,272,0.9681,0.5637,0.0473,0.4044
stgcnpp,coord_noise_mild,20,take off a hat/cap,273,0.9744,0.5739,0.1661,0.4005
stgcnpp,coord_noise_mild,21,cheer up,274,0.9367,0.8273,0.0232,0.1095
stgcnpp,coord_noise_mild,22,hand waving,274,0.9221,0.7397,0.0128,0.1825
stgcnpp,coord_noise_mild,23,kicking something,276,0.9432,0.7899,0.1036,0.1534
stgcnpp,coord_noise_mild,24,reach into pocket,274,0.8285,0.5693,0.0474,0.2591
stgcnpp,coord_noise_mild,25,hopping (one foot jumping),275,0.9879,0.8158,0.0353,0.1721
stgcnpp,coord_noise_mild,26,jump up,276,0.9988,0.9227,0.046,0.0761
stgcnpp,coord_noise_mild,27,make a phone call/answer phone,275,0.8933,0.5467,0.1055,0.3467
stgcnpp,coord_noise_mild,28,playing with phone/tablet,275,0.7321,0.2424,0.275,0.4897
stgcnpp,coord_noise_mild,29,typing on a keyboard,275,0.7309,0.5673,0.0096,0.1636
stgcnpp,coord_noise_mild,30,pointing to something with finger,276,0.7766,0.6268,0.0445,0.1498
stgcnpp,coord_noise_mild,31,taking a selfie,276,0.8925,0.7935,0.0771,0.099
stgcnpp,coord_noise_mild,32,check time (from watch),276,0.8973,0.663,0.0691,0.2343
stgcnpp,coord_noise_mild,33,rub two hands together,276,0.8913,0.4155,0.064,0.4758
stgcnpp,coord_noise_mild,34,nod head/bow,276,0.9674,0.8599,0.052,0.1075
stgcnpp,coord_noise_mild,35,shake head,275,0.9467,0.1018,0.0464,0.8448
stgcnpp,coord_noise_mild,36,wipe face,276,0.8829,0.1425,0.0528,0.7403
stgcnpp,coord_noise_mild,37,salute,276,0.9275,0.814,0.0946,0.1135
stgcnpp,coord_noise_mild,38,put the palms together,276,0.9348,0.6075,0.2108,0.3273
stgcnpp,coord_noise_mild,39,cross hands in front (say stop),276,0.936,0.7742,0.0569,0.1618
stgcnpp,coord_noise_mild,40,sneeze/cough,276,0.7633,0.3949,0.0254,0.3684
stgcnpp,coord_noise_mild,41,staggering,276,0.9952,0.8575,0.0598,0.1377
stgcnpp,coord_noise_mild,42,falling,275,0.9891,0.977,0.0172,0.0121
stgcnpp,coord_noise_mild,43,touch head (headache),276,0.8164,0.3599,0.2306,0.4565
stgcnpp,coord_noise_mild,44,touch chest (stomachache/heart pain),276,0.9312,0.6365,0.0685,0.2947
stgcnpp,coord_noise_mild,45,touch back (backache),276,0.9312,0.3792,0.1684,0.5519
stgcnpp,coord_noise_mild,46,touch neck (neckache),276,0.843,0.401,0.1318,0.442
stgcnpp,coord_noise_mild,47,nausea or vomiting condition,275,0.8448,0.8448,0.0564,0.0
stgcnpp,coord_noise_mild,48,use a fan (with hand or paper)/feeling warm,275,0.9224,0.9321,0.0076,-0.0097
stgcnpp,coord_noise_mild,49,punching/slapping other person,274,0.9027,0.5499,0.0725,0.3528
stgcnpp,coord_noise_mild,50,kicking other person,276,0.936,0.5652,0.2513,0.3708
stgcnpp,coord_noise_mild,51,pushing other person,276,0.9601,0.337,0.1016,0.6232
stgcnpp,coord_noise_mild,52,pat on back of other person,276,0.9239,0.6908,0.1597,0.2331
stgcnpp,coord_noise_mild,53,point finger at the other person,276,0.9058,0.7258,0.1,0.18
stgcnpp,coord_noise_mild,54,hugging other person,274,0.983,0.8808,0.0952,0.1022
stgcnpp,coord_noise_mild,55,giving something to other person,276,0.9312,0.686,0.0524,0.2452
stgcnpp,coord_noise_mild,56,touch other person's pocket,275,0.9394,0.8048,0.0536,0.1345
stgcnpp,coord_noise_mild,57,handshaking,276,0.9577,0.6208,0.1088,0.337
stgcnpp,coord_noise_mild,58,walking towards each other,273,0.9951,0.7973,0.0692,0.1978
stgcnpp,coord_noise_mild,59,walking apart from each other,276,0.9686,0.9638,0.0158,0.0048
stgcnpp,frame_missing_mild,0,drink water,274,0.8637,0.8212,0.0239,0.0426
stgcnpp,frame_missing_mild,1,eat meal/snack,275,0.7382,0.6739,0.0389,0.0642
stgcnpp,frame_missing_mild,2,brushing teeth,273,0.8694,0.8156,0.0402,0.0537
stgcnpp,frame_missing_mild,3,brushing hair,273,0.9267,0.8987,0.0042,0.0281
stgcnpp,frame_missing_mild,4,drop,275,0.8848,0.8739,0.0273,0.0109
stgcnpp,frame_missing_mild,5,pickup,275,0.9576,0.9467,0.0056,0.0109
stgcnpp,frame_missing_mild,6,throw,275,0.9115,0.8933,0.0151,0.0182
stgcnpp,frame_missing_mild,7,sitting down,273,0.9707,0.9683,0.0056,0.0024
stgcnpp,frame_missing_mild,8,standing up (from sitting position),273,0.9792,0.9817,0.0037,-0.0024
stgcnpp,frame_missing_mild,9,clapping,273,0.812,0.7741,0.0425,0.0379
stgcnpp,frame_missing_mild,10,reading,273,0.5873,0.5495,0.0422,0.0379
stgcnpp,frame_missing_mild,11,writing,272,0.5907,0.5172,0.0546,0.0735
stgcnpp,frame_missing_mild,12,tear up paper,271,0.9139,0.8991,0.0335,0.0148
stgcnpp,frame_missing_mild,13,wear jacket,275,0.983,0.9733,0.0056,0.0097
stgcnpp,frame_missing_mild,14,take off jacket,276,0.9734,0.9601,0.0036,0.0133
stgcnpp,frame_missing_mild,15,wear a shoe,273,0.7131,0.5287,0.0879,0.1844
stgcnpp,frame_missing_mild,16,take off a shoe,274,0.7798,0.6983,0.0459,0.0815
stgcnpp,frame_missing_mild,17,wear on glasses,273,0.9206,0.8596,0.0381,0.0611
stgcnpp,frame_missing_mild,18,take off glasses,274,0.9526,0.8759,0.0097,0.0766
stgcnpp,frame_missing_mild,19,put on a hat/cap,272,0.9681,0.9252,0.0233,0.0429
stgcnpp,frame_missing_mild,20,take off a hat/cap,273,0.9744,0.9475,0.0118,0.0269
stgcnpp,frame_missing_mild,21,cheer up,274,0.9367,0.9489,0.0036,-0.0122
stgcnpp,frame_missing_mild,22,hand waving,274,0.9221,0.8881,0.0208,0.0341
stgcnpp,frame_missing_mild,23,kicking something,276,0.9432,0.942,0.0166,0.0012
stgcnpp,frame_missing_mild,24,reach into pocket,274,0.8285,0.719,0.0203,0.1095
stgcnpp,frame_missing_mild,25,hopping (one foot jumping),275,0.9879,0.9782,0.0063,0.0097
stgcnpp,frame_missing_mild,26,jump up,276,0.9988,0.9891,0.0063,0.0097
stgcnpp,frame_missing_mild,27,make a phone call/answer phone,275,0.8933,0.7176,0.0294,0.1758
stgcnpp,frame_missing_mild,28,playing with phone/tablet,275,0.7321,0.697,0.0275,0.0352
stgcnpp,frame_missing_mild,29,typing on a keyboard,275,0.7309,0.6752,0.0179,0.0558
stgcnpp,frame_missing_mild,30,pointing to something with finger,276,0.7766,0.7754,0.0378,0.0012
stgcnpp,frame_missing_mild,31,taking a selfie,276,0.8925,0.8551,0.0403,0.0374
stgcnpp,frame_missing_mild,32,check time (from watch),276,0.8973,0.8514,0.031,0.0459
stgcnpp,frame_missing_mild,33,rub two hands together,276,0.8913,0.8478,0.0383,0.0435
stgcnpp,frame_missing_mild,34,nod head/bow,276,0.9674,0.9469,0.0105,0.0205
stgcnpp,frame_missing_mild,35,shake head,275,0.9467,0.9042,0.0378,0.0424
stgcnpp,frame_missing_mild,36,wipe face,276,0.8829,0.8068,0.0186,0.0761
stgcnpp,frame_missing_mild,37,salute,276,0.9275,0.9227,0.0091,0.0048
stgcnpp,frame_missing_mild,38,put the palms together,276,0.9348,0.9336,0.0257,0.0012
stgcnpp,frame_missing_mild,39,cross hands in front (say stop),276,0.936,0.9215,0.0146,0.0145
stgcnpp,frame_missing_mild,40,sneeze/cough,276,0.7633,0.6932,0.0401,0.07
stgcnpp,frame_missing_mild,41,staggering,276,0.9952,0.9396,0.0312,0.0556
stgcnpp,frame_missing_mild,42,falling,275,0.9891,0.9927,0.0063,-0.0036
stgcnpp,frame_missing_mild,43,touch head (headache),276,0.8164,0.744,0.0241,0.0725
stgcnpp,frame_missing_mild,44,touch chest (stomachache/heart pain),276,0.9312,0.9312,0.0158,0.0
stgcnpp,frame_missing_mild,45,touch back (backache),276,0.9312,0.8829,0.0447,0.0483
stgcnpp,frame_missing_mild,46,touch neck (neckache),276,0.843,0.7379,0.0372,0.1051
stgcnpp,frame_missing_mild,47,nausea or vomiting condition,275,0.8448,0.7842,0.0263,0.0606
stgcnpp,frame_missing_mild,48,use a fan (with hand or paper)/feeling warm,275,0.9224,0.9212,0.0117,0.0012
stgcnpp,frame_missing_mild,49,punching/slapping other person,274,0.9027,0.8187,0.0056,0.0839
stgcnpp,frame_missing_mild,50,kicking other person,276,0.936,0.9348,0.0109,0.0012
stgcnpp,frame_missing_mild,51,pushing other person,276,0.9601,0.8877,0.0427,0.0725
stgcnpp,frame_missing_mild,52,pat on back of other person,276,0.9239,0.8901,0.0206,0.0338
stgcnpp,frame_missing_mild,53,point finger at the other person,276,0.9058,0.8213,0.0692,0.0845
stgcnpp,frame_missing_mild,54,hugging other person,274,0.983,0.9866,0.0042,-0.0036
stgcnpp,frame_missing_mild,55,giving something to other person,276,0.9312,0.9046,0.0182,0.0266
stgcnpp,frame_missing_mild,56,touch other person's pocket,275,0.9394,0.9042,0.02,0.0352
stgcnpp,frame_missing_mild,57,handshaking,276,0.9577,0.9034,0.0116,0.0543
stgcnpp,frame_missing_mild,58,walking towards each other,273,0.9951,0.9817,0.0097,0.0134
stgcnpp,frame_missing_mild,59,walking apart from each other,276,0.9686,0.9771,0.0055,-0.0085
stgcnpp,mixed_mild,0,drink water,274,0.8637,0.5316,0.1072,0.3321
stgcnpp,mixed_mild,1,eat meal/snack,275,0.7382,0.4218,0.0167,0.3164
stgcnpp,mixed_mild,2,brushing teeth,273,0.8694,0.4249,0.0861,0.4444
stgcnpp,mixed_mild,3,brushing hair,273,0.9267,0.5116,0.0827,0.4151
stgcnpp,mixed_mild,4,drop,275,0.8848,0.4764,0.0227,0.4085
stgcnpp,mixed_mild,5,pickup,275,0.9576,0.697,0.079,0.2606
stgcnpp,mixed_mild,6,throw,275,0.9115,0.5612,0.02,0.3503
stgcnpp,mixed_mild,7,sitting down,273,0.9707,0.8095,0.03,0.1612
stgcnpp,mixed_mild,8,standing up (from sitting position),273,0.9792,0.8498,0.054,0.1294
stgcnpp,mixed_mild,9,clapping,273,0.812,0.4322,0.0772,0.3797
stgcnpp,mixed_mild,10,reading,273,0.5873,0.2955,0.0112,0.2918
stgcnpp,mixed_mild,11,writing,272,0.5907,0.3689,0.1231,0.2218
stgcnpp,mixed_mild,12,tear up paper,271,0.9139,0.5055,0.0521,0.4084
stgcnpp,mixed_mild,13,wear jacket,275,0.983,0.8861,0.0399,0.097
stgcnpp,mixed_mild,14,take off jacket,276,0.9734,0.7041,0.0562,0.2693
stgcnpp,mixed_mild,15,wear a shoe,273,0.7131,0.4444,0.0741,0.2686
stgcnpp,mixed_mild,16,take off a shoe,274,0.7798,0.4818,0.0318,0.2981
stgcnpp,mixed_mild,17,wear on glasses,273,0.9206,0.663,0.0686,0.2576
stgcnpp,mixed_mild,18,take off glasses,274,0.9526,0.618,0.0345,0.3345
stgcnpp,mixed_mild,19,put on a hat/cap,272,0.9681,0.5919,0.0037,0.3762
stgcnpp,mixed_mild,20,take off a hat/cap,273,0.9744,0.6557,0.0532,0.3187
stgcnpp,mixed_mild,21,cheer up,274,0.9367,0.7457,0.041,0.191
stgcnpp,mixed_mild,22,hand waving,274,0.9221,0.6411,0.0232,0.281
stgcnpp,mixed_mild,23,kicking something,276,0.9432,0.5447,0.1058,0.3986
stgcnpp,mixed_mild,24,reach into pocket,274,0.8285,0.3832,0.0705,0.4453
stgcnpp,mixed_mild,25,hopping (one foot jumping),275,0.9879,0.7018,0.0798,0.2861
stgcnpp,mixed_mild,26,jump up,276,0.9988,0.7572,0.0679,0.2415
stgcnpp,mixed_mild,27,make a phone call/answer phone,275,0.8933,0.4218,0.0,0.4715
stgcnpp,mixed_mild,28,playing with phone/tablet,275,0.7321,0.3721,0.2009,0.36
stgcnpp,mixed_mild,29,typing on a keyboard,275,0.7309,0.5552,0.0602,0.1758
stgcnpp,mixed_mild,30,pointing to something with finger,276,0.7766,0.436,0.0236,0.3406
stgcnpp,mixed_mild,31,taking a selfie,276,0.8925,0.692,0.0445,0.2005
stgcnpp,mixed_mild,32,check time (from watch),276,0.8973,0.5326,0.0202,0.3647
stgcnpp,mixed_mild,33,rub two hands together,276,0.8913,0.4034,0.0562,0.4879
stgcnpp,mixed_mild,34,nod head/bow,276,0.9674,0.6872,0.0566,0.2802
stgcnpp,mixed_mild,35,shake head,275,0.9467,0.2776,0.0273,0.6691
stgcnpp,mixed_mild,36,wipe face,276,0.8829,0.337,0.0399,0.5459
stgcnpp,mixed_mild,37,salute,276,0.9275,0.6244,0.059,0.3031
stgcnpp,mixed_mild,38,put the palms together,276,0.9348,0.4879,0.0745,0.4469
stgcnpp,mixed_mild,39,cross hands in front (say stop),276,0.936,0.651,0.0387,0.285
stgcnpp,mixed_mild,40,sneeze/cough,276,0.7633,0.3623,0.0192,0.401
stgcnpp,mixed_mild,41,staggering,276,0.9952,0.413,0.0403,0.5821
stgcnpp,mixed_mild,42,falling,275,0.9891,0.7685,0.053,0.2206
stgcnpp,mixed_mild,43,touch head (headache),276,0.8164,0.3575,0.0753,0.4589
stgcnpp,mixed_mild,44,touch chest (stomachache/heart pain),276,0.9312,0.6159,0.0843,0.3152
stgcnpp,mixed_mild,45,touch back (backache),276,0.9312,0.471,0.098,0.4601
stgcnpp,mixed_mild,46,touch neck (neckache),276,0.843,0.3394,0.0363,0.5036
stgcnpp,mixed_mild,47,nausea or vomiting condition,275,0.8448,0.6109,0.0189,0.2339
stgcnpp,mixed_mild,48,use a fan (with hand or paper)/feeling warm,275,0.9224,0.8545,0.0192,0.0679
stgcnpp,mixed_mild,49,punching/slapping other person,274,0.9027,0.3467,0.0411,0.556
stgcnpp,mixed_mild,50,kicking other person,276,0.936,0.3623,0.0599,0.5737
stgcnpp,mixed_mild,51,pushing other person,276,0.9601,0.337,0.0362,0.6232
stgcnpp,mixed_mild,52,pat on back of other person,276,0.9239,0.5556,0.0998,0.3684
stgcnpp,mixed_mild,53,point finger at the other person,276,0.9058,0.3382,0.0337,0.5676
stgcnpp,mixed_mild,54,hugging other person,274,0.983,0.82,0.081,0.163
stgcnpp,mixed_mild,55,giving something to other person,276,0.9312,0.4614,0.0352,0.4698
stgcnpp,mixed_mild,56,touch other person's pocket,275,0.9394,0.5309,0.1548,0.4085
stgcnpp,mixed_mild,57,handshaking,276,0.9577,0.4432,0.053,0.5145
stgcnpp,mixed_mild,58,walking towards each other,273,0.9951,0.4139,0.0361,0.5812
stgcnpp,mixed_mild,59,walking apart from each other,276,0.9686,0.744,0.0877,0.2246
stgcnpp,joint_missing_moderate,0,drink water,274,0.8637,0.2895,0.0701,0.5742
stgcnpp,joint_missing_moderate,1,eat meal/snack,275,0.7382,0.1867,0.0643,0.5515
stgcnpp,joint_missing_moderate,2,brushing teeth,273,0.8694,0.1709,0.1651,0.6984
stgcnpp,joint_missing_moderate,3,brushing hair,273,0.9267,0.304,0.1829,0.6227
stgcnpp,joint_missing_moderate,4,drop,275,0.8848,0.0158,0.021,0.8691
stgcnpp,joint_missing_moderate,5,pickup,275,0.9576,0.1358,0.1698,0.8218
stgcnpp,joint_missing_moderate,6,throw,275,0.9115,0.0812,0.0475,0.8303
stgcnpp,joint_missing_moderate,7,sitting down,273,0.9707,0.1709,0.1861,0.7998
stgcnpp,joint_missing_moderate,8,standing up (from sitting position),273,0.9792,0.4664,0.1968,0.5128
stgcnpp,joint_missing_moderate,9,clapping,273,0.812,0.1429,0.1112,0.6691
stgcnpp,joint_missing_moderate,10,reading,273,0.5873,0.0879,0.0063,0.4994
stgcnpp,joint_missing_moderate,11,writing,272,0.5907,0.2635,0.248,0.3272
stgcnpp,joint_missing_moderate,12,tear up paper,271,0.9139,0.0935,0.0805,0.8204
stgcnpp,joint_missing_moderate,13,wear jacket,275,0.983,0.9006,0.0296,0.0824
stgcnpp,joint_missing_moderate,14,take off jacket,276,0.9734,0.3502,0.3211,0.6232
stgcnpp,joint_missing_moderate,15,wear a shoe,273,0.7131,0.3333,0.1656,0.3797
stgcnpp,joint_missing_moderate,16,take off a shoe,274,0.7798,0.0584,0.0466,0.7214
stgcnpp,joint_missing_moderate,17,wear on glasses,273,0.9206,0.293,0.1016,0.6276
stgcnpp,joint_missing_moderate,18,take off glasses,274,0.9526,0.2044,0.1108,0.7482
stgcnpp,joint_missing_moderate,19,put on a hat/cap,272,0.9681,0.2978,0.1345,0.6703
stgcnpp,joint_missing_moderate,20,take off a hat/cap,273,0.9744,0.2625,0.1138,0.7118
